Código Proyecto,Foco Apoyo,Tipo Intervención,Instrumento,Instrumento Homologado,Estado Data,Tipo Persona,Rut Beneficiario,Beneficiario,Título,Objetivo,Año Adjudicación,Financiamiento Innova,Aprobado Privado,Aprobado Privado Pecuniario,Monto Certificado Ley,Tipo Innovación,Mercado Objetivo,Criterio Mujer,Género,Sostenible,ODS principal,Meta principal,Economía Circular,Modelo de Circularidad,Región,Tramo Ventas,Inicio Actividad Económica,Sector Económico,Patron principal asociado,Tipo proyecto,R principal,Estrategia R Principal,Ley REP,Ley REP (Sí/No),ERNC,Tendencia Final
24IRM2-277909,Desarrolla innovación,Subsidio,Innova Región Mujer,Innova Región,VIGENTE,Persona Jurídica constituida en Chile,77024235-5,Fábrica de Cerveza Artesanal Andrea Gutiérrez EIRL,Cerveza de Jengibre y Berries,"Desarrollar, validar y lanzar comercialmente una Cerveza de Jengibre y Berries, con Alcohol y Sin Gluten, fabricada en la Región de Los Ríos, mediante la implementación de procesos estandarizados, estrategias de sostenibilidad y un modelo logístico eficiente, para posicionarla como una alternativa innovadora, saludable y funcional en el mercado chileno de bebidas alcohólicas.",2025,$66.900.000,$7.500.000,$7.500.000,,Producto,Alimentos (excepto producción de vino y derivados),Convocatoria,Femenino,No,ODS2,,,,Región de Los Ríos,Microempresa,2019-08-07 0:00:00,Alimentos (excepto vitivinícola),,,,,,,,Alimentos Funcionales
24IRM2-277905,Desarrolla innovación,Subsidio,Innova Región Mujer,Innova Región,VIGENTE,Persona Jurídica constituida en Chile,76769157-2,Servicios Veterinarios L&L Limitada,"BSVet Desarrollo de un criobanco de plaquetas caninas para almacenamiento prolongado,  transporte efectivo  y uso terapéutico  nacional","Desarrollar e implementar un método de criopreservación de plaquetas caninas que permita mantener unidades plaquetarias de manera prolongada en el tiempo, más allá del límite estándar de su mantención refrigerada por 5 a 7 horas. Este desarrollo facilitará el transporte y uso de plaquetas frescas que actualmente tenemos en Valdivia a otras diferentes regiones y abrirá las puertas a una infraestructura de bancos de plaquetas veterinarias que pueda ser replicada en otras partes de Chile y el mundo",2025,$67.420.000,$30.516.000,$15.900.000,,Servicio,Ganadero,Convocatoria,Femenino,No,,,,,Región de Los Ríos,Pequeña,2017-08-03 0:00:00,Salud y asistencia social,,,,,,,,Biotecnología
24IRM2-277798,Desarrolla innovación,Subsidio,Innova Región Mujer,Innova Región,VIGENTE,Persona Jurídica constituida en Chile,65168564-8,Cooperativa Agrícola Patrón Espiral Newen Limitada,Proyecto de I+D: Desarrollo de Antiparasitario en base al Aceite de Menta Piperita para Animales Domésticos en Chile,"Desarrollar una fórmula eficaz a partir del aceite esencial de menta piperita que sirva como antiparasitario y pediculicida para animales domésticos, evaluando su efectividad, seguridad y viabilidad de producción a escala industrial en Chile.",2025,$66.372.500,$7.500.000,$3.750.000,,Producto,Salud y Farmacéutica (en humanos),Convocatoria,Femenino,Sí,ODS12,,,,Región de La Araucanía,Microempresa,2018-08-01 0:00:00,Agrícola (excepto vitivinícola),,,,,,,,Transferencia Tecnológica y Buenas Prácticas
24CVIS2-279788,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76609888-6,Electric Company Services SpA,Sistema integral de gestión de cargadores para vehículos eléctricos: Un desafío para la Construcción Moderna.,"Desarrollar un sistema integral de gestión de cargadores para vehículos eléctricos, compuesto por una solución basada en Internet de las Cosas (IoT) que integre hardware y software, diseñada para operar en un ecosistema distribuido con múltiples cargadores ubicados en distintos edificios, donde cada edificio mantenga su propio entorno de gestión y administración independiente.El sistema incluirá una plataforma web para administradores de cada edificio y una aplicación móvil para conductores, asegurando la autonomía en la gestión de la recarga eléctrica. El enfoque estará en resolver desafíos tecnológicos clave como la conectividad en tiempo real entre cargadores de diferentes edificios, la interoperabilidad utilizando protocolos estándares como OCPP, la seguridad de los datos en plataformas IoT, y la escalabilidad de la solución para soportar múltiples entornos de gestión independientes. Esto permitirá mejorar la accesibilidad y comodidad para los usuarios, contribuyendo tangencialmente a la adopción de vehículos eléctricos y al desarrollo urbano sostenible.",2025,$147.174.247,$41.537.178,$27.525.228,,Servicio,Construcción,No,Femenino,Sí,ODS7,,,,Región de La Araucanía,Pequeña,2016-12-01 0:00:00,Construcción,,,,,,,,Internet de las Cosas (IoT)
24CVIS2-279687,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76852968-k,Konatec SpA,"KRheo GD: Impulsando la recuperación hídrica eficiente en el espesamiento de relaves mineros mediante un gemelo digital de un reómetro en línea, optimizando el monitoreo del proceso y la toma de decisiones para promover la reutilización de agua.","Desarrollar un gemelo digital de un sensor reómetro en línea KRheo en el proceso de espesamiento de relaves en minería, aplicando un conjunto de tecnologías de simulación y modelado a un reómetro instalado en la descarga de un espesador de relaves, para mejorar el rendimiento del monitoreo de los flujos hídricos del proceso y aumentar la precisión de los sistemas que facilitan la toma de decisiones operacionales que promueven la reutilización de agua a partir de la interpretación automática de las variaciones en la composición de los relaves.Las mejoras en el rendimiento del monitoreo del proceso se enfocan en dos aspectos clave. En primer lugar, se busca incrementar la precisión del monitoreo al incorporar información de diseño del reómetro y al modelar su comportamiento físico-mecánico, lo que permitirá representar con mayor exactitud las condiciones del sistema en tiempo real. En segundo lugar, se pretende aumentar la continuidad de las mediciones mediante la anticipación de fallas operacionales y la simulación de escenarios operativos, lo que facilitará la identificación de mejoras en el reómetro y permitirá evaluar su adaptabilidad bajo diferentes condiciones, tanto en fase de fabricación como en operación. Al ofrecer una representación más precisa de la realidad, un gemelo digital facilita el desarrollo de soluciones avanzadas con mayor exactitud. En este contexto, se busca integrar este nuevo sistema con los algoritmos predictivos y de recomendación en línea desarrollados con anterioridad, creando un sistema conjunto que considere las interacciones entre todos estos componentes para generar conclusiones y recomendaciones que favorezcan la reutilización de agua, a partir de la composición de los relaves. Adicionalmente, se emplearán simulaciones para realizar un benchmarking del desempeño hídrico, con el fin de generar estrategias operacionales que maximicen la recuperación de agua sin afectar la continuidad operacional del espesador.",2025,$83.148.000,$123.150.000,$69.000.000,,Servicio,Minería y metalurgia extractiva,No,Masculino,Sí,,,,,Región del Biobío,Pequeña,2018-04-13 0:00:00,Comercio y retail,,,,,,,,Software de aplicación
24CVIS2-279682,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Empresarial,Crea y Valida I+D+i Empresarial,VIGENTE,Persona Jurídica constituida en Chile,76706805-0,INWAY SpA,INWAY - Eficiencia energética para vehículos pesados por medio de estimación de la masa transportada usando Inteligencia Artificial a bordo.,"Desarrollar y validar un sistema innovador de estimación en tiempo real de la masa de vehículos pesados mediante el uso de I+D de telemetría avanzada, que permita implementar un modelo de Etiquetado de Eficiencia Energética utilizando redes neuronales. Esto permitirá reducir el consumo de combustible y aumentar la eficiencia operativa en el sector del transporte de carga en Chile y América Latina. Esta solución, desde su fase de prototipo hasta su validación técnica a escala productiva y comercial, fortalecerá las capacidades de innovación de Inway al integrar I+D en sus procesos y ofrecer una herramienta accesible y escalable para mejorar la sostenibilidad y eficiencia energética en el sector.",2025,$151.040.800,$38.000.000,$19.000.000,,Servicio,Logística y Transporte,No,Masculino,Sí,ODS13,,,,Región del Biobío,Pequeña,2017-02-22 0:00:00,Servicios de ingeniería o de conocimiento,,,,,,,,Internet de las Cosas (IoT)
24CVCS2-279817,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Colaborativo,Crea y Valida I+D+i Colaborativo,VIGENTE,Persona Jurídica constituida en Chile,76998594-8,Farmaceutica FIM SpA,"Sistema de recuperación, trazabilidad y cuantificación de volúmenes de blísteres reciclados en la industria farmacéutica a través de actividades de I+D y una el desarrollo de una plataforma.","Desarrollar un sistema integral de reciclaje de blísteres de medicamentos mediante tecnologías avanzadas de separación de materiales, que permita la recuperación de plásticos y metales ligeros para su reutilización en nuevas aleaciones y compuestos de alto rendimiento. A través de una plataforma digital innovadora con algoritmos de gamificación, incentivando el reciclaje en el consumidor final (B2C) y ofreceremos un modelo de negocio escalable para farmacias, laboratorios (B2B) y hospitales (B2G) para su trazabilidad y cuantificación del volumen reciclado. Este enfoque permitirá una reducción significativa en el consumo de materias primas sin comprometer la calidad ni el rendimiento del producto final, promoviendo prácticas sostenibles en toda la industria de la salud y permitiendo a productores e importadores de medicamentos cuantificar el volumen de blíster reciclados.",2025,$217.060.000,$54.720.000,$54.720.000,,Proceso,Salud y Farmacéutica (en humanos),No,Masculino,Sí,ODS9,,,,Región del Biobío,Pequeña,2019-04-04 0:00:00,Comercio y retail,,,,,,,,Manufactura Avanzada (Advanced Manufacturing)
24CVCS2-279680,Desarrolla innovación con I+D,Subsidio,Crea y Valida I+D+i Colaborativo,Crea y Valida I+D+i Colaborativo,VIGENTE,Persona Jurídica constituida en Chile,76252997-1,Sociedad Comercializadora Eurotaff Chile LTDA,Desarrollo de un mortero avanzado para pavimentación,"Fabricar un mortero de secado rápido, con el que se pretende reducir los costos operativos y técnicos existentes con los productos tradicionales. El producto será fabricado utilizando una matriz polimérica junto a caucho reciclado, este mortero tendrá una aplicación directa en baches y/o eventos que deterioran las carreteras y autopista del país.",2025,$216.500.000,$54.912.000,$28.500.000,,Producto,Construcción,No,Masculino,Sí,ODS9,,,,Región del Biobío,Pequeña,2013-04-05 0:00:00,Comercio y retail,,,,,,,,Materiales Avanzados (Advanced Materials)
PI-6126,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,86100500-3,SALMONES ANTARTICA S.A,Desarrollo de nuevas dietas más sostenibles sin afectar su composición nutricional,Información no pública,2024,,,,$86.034.203,Producto,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Grande,1993-01-01 0:00:00,Pesca y acuicultura,,,,,,,,Sin tendencia
PI-6121,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,76188197-3,BIOENERGÍAS FORESTALES SpA,Usos y valorización de lignina kraft como una alternativa sustentable,Información no pública,2024,,,,$304.126.442,Producto,Forestal,No,Masculino,Sí,,,,,Región del Biobío,Grande,2012-01-26 0:00:00,Energético,,,,,,,,Materiales Avanzados (Advanced Materials)
PI-6107,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,93458000-1,CELULOSA ARAUCO Y CONSTITUCION S A,Obtención y usos de pulpa de alto rendimiento de eucalipto,Información no pública,2024,,,,$84.673.867,Producto,Forestal,No,Masculino,Sí,,,,,Región del Biobío,Grande,1993-01-01 0:00:00,Forestal,,,,,,,,Sin tendencia
PI-6102,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,93458000-1,CELULOSA ARAUCO Y CONSTITUCION S A,Microproteína desde hidrolizado de madera,Información no pública,2024,,,,$10.720.948,Producto,Alimentos (excepto producción de vino y derivados),No,Masculino,Sí,,,,,Región del Biobío,Grande,1993-01-01 0:00:00,Forestal,,,,,,,,Sin tendencia
PI-6096,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,96512650-3,BIOMAR CHILE S.A.,Investigación de la interacción de un nuevo perfil de aminoácidos digeribles y la energía digerible (DE) y su efecto en el crecimiento y nutrición de Salmon del atlántico,Información no pública,2024,,,,$260.557.000,Proceso,Pesca y acuicultura,No,Femenino,No,,,,,Región de los Lagos,Grande,1993-01-01 0:00:00,Alimentos (excepto vitivinícola),,,,,,,,Manufactura Avanzada (Advanced Manufacturing)
PI-6093,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,96512650-3,BIOMAR CHILE S.A.,"Investigación del efecto en el crecimiento, esmoltificación y adaptación post transferencia a agua de mar, en salmón atlántico alimentados con dietas con diferentes niveles de inclusión de colesterol- lecitina de soja y lípidos - proteína",Información no pública,2024,,,,$557.404.000,Producto,Pesca y acuicultura,No,Femenino,No,,,,,Región de los Lagos,Grande,1993-01-01 0:00:00,Alimentos (excepto vitivinícola),,,,,,,,Green Technologies (Tecnologías Verdes)
PI-6089,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,93458000-1,CELULOSA ARAUCO Y CONSTITUCION S A,"Producción de fertilizante, enmiendas y barrera de abatimiento de contaminantes a partir de residuos derivados del proceso de producción de Celulosa",Información no pública,2024,,,,$90.582.601,Producto,Agrícola (excepto cultivo de uvas),No,Masculino,Sí,,,,,Región del Biobío,Grande,1993-01-01 0:00:00,Forestal,,,,,,,,Green Technologies (Tecnologías Verdes)
PI-6071,Desarrolla innovación con I+D,Ley,Ley I+D,Ley I+D,VIGENTE,PERSONA JURIDICA COMERCIAL,76744120-7,INNOVEX SPA,"Aquaflow, I+D de sistemas inteligentes para disminuir pérdida de alimento y determinar tensiones en líneas de fondeo en cultivo de salmón, a partir de la medición de variables así como la transmisión inalámbrica basada en acústica submarina.",Información no pública,2024,,,,$3.235.741.319,Proceso,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Grande,2007-03-01 0:00:00,Servicios empresariales administrativos y de apoyo,,,,,,,,Sin tendencia
